date,month,rainfall_24h,rainfall_3d,rainfall_7d,elevation,river_flow,discharge_next
2016-03-04,3,1.6,5.9,12.6,561.0,9.0,8.44
2016-03-05,3,0.0,2.5,12.6,561.0,8.44,7.87
2016-03-06,3,0.0,1.6,12.1,561.0,7.87,7.45
2016-03-07,3,0.0,0.0,8.9,561.0,7.45,7.15
2016-03-08,3,0.0,0.0,5.9,561.0,7.15,6.94
2016-03-09,3,0.0,0.0,2.5,561.0,6.94,6.78
2016-03-10,3,0.0,0.0,1.6,561.0,6.78,6.73
2016-03-11,3,0.0,0.0,0.0,561.0,6.73,6.71
2016-03-12,3,0.0,0.0,0.0,561.0,6.71,6.67
2016-03-13,3,0.0,0.0,0.0,561.0,6.67,6.62
2016-03-14,3,0.0,0.0,0.0,561.0,6.62,6.59
2016-03-15,3,0.0,0.0,0.0,561.0,6.59,6.53
2016-03-16,3,0.0,0.0,0.0,561.0,6.53,6.46
2016-03-17,3,0.0,0.0,0.0,561.0,6.46,6.41
2016-03-18,3,0.0,0.0,0.0,561.0,6.41,6.38
2016-03-19,3,0.0,0.0,0.0,561.0,6.38,6.31
2016-03-20,3,0.0,0.0,0.0,561.0,6.31,6.28
2016-03-21,3,0.0,0.0,0.0,561.0,6.28,6.31
2016-03-22,3,0.0,0.0,0.0,561.0,6.31,6.35
2016-03-23,3,0.0,0.0,0.0,561.0,6.35,6.35
2016-03-24,3,0.0,0.0,0.0,561.0,6.35,6.38
2016-03-25,3,0.0,0.0,0.0,561.0,6.38,6.35
2016-03-26,3,0.0,0.0,0.0,561.0,6.35,6.57
2016-03-27,3,2.0,2.0,2.0,561.0,6.57,6.69
2016-03-28,3,0.0,2.0,2.0,561.0,6.69,6.59
2016-03-29,3,0.0,2.0,2.0,561.0,6.59,6.5
2016-03-30,3,0.0,0.0,2.0,561.0,6.5,6.38
2016-03-31,3,0.0,0.0,2.0,561.0,6.38,6.85
2016-04-01,4,0.0,0.0,2.0,561.0,6.85,7.0
2016-04-02,4,0.0,0.0,2.0,561.0,7.0,7.05
2016-04-03,4,0.0,0.0,0.0,561.0,7.05,7.05
2016-04-04,4,0.9,0.9,0.9,561.0,7.05,8.62
2016-04-05,4,4.0,4.9,4.9,561.0,8.62,10.04
2016-04-06,4,3.5,8.4,8.4,561.0,10.04,9.26
2016-04-07,4,0.0,7.5,8.4,561.0,9.26,8.38
2016-04-08,4,0.0,3.5,8.4,561.0,8.38,7.87
2016-04-09,4,0.0,0.0,8.4,561.0,7.87,7.57
2016-04-10,4,0.0,0.0,8.4,561.0,7.57,7.32
2016-04-11,4,0.0,0.0,7.5,561.0,7.32,7.18
2016-04-12,4,0.0,0.0,3.5,561.0,7.18,7.09
2016-04-13,4,0.0,0.0,0.0,561.0,7.09,7.04
2016-04-14,4,0.0,0.0,0.0,561.0,7.04,7.0
2016-04-15,4,0.0,0.0,0.0,561.0,7.0,6.96
2016-04-16,4,0.0,0.0,0.0,561.0,6.96,6.91
2016-04-17,4,0.0,0.0,0.0,561.0,6.91,6.87
2016-04-18,4,0.0,0.0,0.0,561.0,6.87,6.85
2016-04-19,4,0.1,0.1,0.1,561.0,6.85,6.96
2016-04-20,4,2.0,2.1,2.1,561.0,6.96,6.96
2016-04-21,4,0.0,2.1,2.1,561.0,6.96,6.96
2016-04-22,4,0.0,2.0,2.1,561.0,6.96,6.94
2016-04-23,4,0.0,0.0,2.1,561.0,6.94,6.91
2016-04-24,4,0.0,0.0,2.1,561.0,6.91,6.87
2016-04-25,4,0.0,0.0,2.1,561.0,6.87,6.78
2016-04-26,4,0.0,0.0,2.0,561.0,6.78,6.73
2016-04-27,4,0.0,0.0,0.0,561.0,6.73,6.73
2016-04-28,4,0.2,0.2,0.2,561.0,6.73,6.74
2016-04-29,4,0.0,0.2,0.2,561.0,6.74,6.73
2016-04-30,4,0.5,0.7,0.7,561.0,6.73,6.59
2016-05-01,5,0.0,0.5,0.7,561.0,6.59,6.57
2016-05-02,5,0.0,0.5,0.7,561.0,6.57,6.57
2016-05-03,5,0.0,0.0,0.7,561.0,6.57,6.59
2016-05-04,5,0.0,0.0,0.7,561.0,6.59,6.73
2016-05-05,5,0.5,0.5,1.0,561.0,6.73,6.73
2016-05-06,5,0.2,0.7,1.2,561.0,6.73,6.73
2016-05-07,5,0.0,0.7,0.7,561.0,6.73,6.66
2016-05-08,5,0.9,1.1,1.6,561.0,6.66,7.71
2016-05-09,5,4.8,5.7,6.4,561.0,7.71,8.51
2016-05-10,5,1.7,7.4,8.1,561.0,8.51,8.89
2016-05-11,5,2.5,9.0,10.6,561.0,8.89,8.38
2016-05-12,5,0.2,4.4,10.3,561.0,8.38,7.79
2016-05-13,5,0.3,3.0,10.4,561.0,7.79,7.47
2016-05-14,5,1.8,2.3,12.2,561.0,7.47,7.69
2016-05-15,5,2.5,4.6,13.8,561.0,7.69,7.63
2016-05-16,5,0.0,4.3,9.0,561.0,7.63,7.34
2016-05-17,5,0.0,2.5,7.3,561.0,7.34,7.24
2016-05-18,5,1.1,1.1,5.9,561.0,7.24,7.13
2016-05-19,5,0.0,1.1,5.7,561.0,7.13,7.04
2016-05-20,5,0.0,1.1,5.4,561.0,7.04,6.96
2016-05-21,5,0.0,0.0,3.6,561.0,6.96,6.91
2016-05-22,5,0.0,0.0,1.1,561.0,6.91,6.85
2016-05-23,5,0.0,0.0,1.1,561.0,6.85,6.82
2016-05-24,5,0.1,0.1,1.2,561.0,6.82,6.87
2016-05-25,5,1.0,1.1,1.1,561.0,6.87,6.96
2016-05-26,5,1.0,2.1,2.1,561.0,6.96,6.91
2016-05-27,5,0.5,2.5,2.6,561.0,6.91,6.96
2016-05-28,5,1.3,2.8,3.9,561.0,6.96,6.91
2016-05-29,5,0.3,2.1,4.2,561.0,6.91,6.85
2016-05-30,5,0.4,2.0,4.6,561.0,6.85,6.82
2016-05-31,5,0.6,1.3,5.1,561.0,6.82,7.0
2016-06-01,6,2.0,3.0,6.1,561.0,7.0,6.85
2016-06-02,6,0.8,3.4,5.9,561.0,6.85,7.43
2016-06-03,6,1.1,3.9,6.5,561.0,7.43,9.69
2016-06-04,6,4.0,5.9,9.2,561.0,9.69,9.16
2016-06-05,6,0.3,5.4,9.2,561.0,9.16,8.16
2016-06-06,6,0.0,4.3,8.8,561.0,8.16,8.46
2016-06-07,6,2.0,2.3,10.2,561.0,8.46,9.09
2016-06-08,6,2.2,4.2,10.4,561.0,9.09,8.44
2016-06-09,6,0.1,4.3,9.7,561.0,8.44,7.75
2016-06-10,6,0.4,2.7,9.0,561.0,7.75,7.57
2016-06-11,6,1.2,1.7,6.2,561.0,7.57,8.68
2016-06-12,6,3.6,5.2,9.5,561.0,8.68,9.26
2016-06-13,6,1.6,6.4,11.1,561.0,9.26,9.47
2016-06-14,6,2.0,7.2,11.1,561.0,9.47,10.91
2016-06-15,6,3.3,6.9,12.2,561.0,10.91,11.11
2016-06-16,6,1.8,7.1,13.9,561.0,11.11,9.69
2016-06-17,6,0.4,5.5,13.9,561.0,9.69,9.57
2016-06-18,6,1.3,3.5,14.0,561.0,9.57,33.43
2016-06-19,6,10.2,11.9,20.6,561.0,33.43,45.24
2016-06-20,6,25.9,37.4,44.9,561.0,45.24,46.75
2016-06-21,6,10.2,46.3,53.1,561.0,46.75,42.95
2016-06-22,6,3.0,39.1,52.8,561.0,42.95,31.96
2016-06-23,6,4.6,17.8,55.6,561.0,31.96,52.46
2016-06-24,6,8.8,16.4,64.0,561.0,52.46,151.05
2016-06-25,6,61.7,75.1,124.4,561.0,151.05,142.55
2016-06-26,6,9.2,79.7,123.4,561.0,142.55,106.89
2016-06-27,6,7.8,78.7,105.3,561.0,106.89,107.14
2016-06-28,6,10.2,27.2,105.3,561.0,107.14,151.41
2016-06-29,6,15.5,33.5,117.8,561.0,151.41,162.31
2016-06-30,6,8.8,34.5,122.0,561.0,162.31,156.76
2016-07-01,7,11.9,36.2,125.1,561.0,156.76,266.3
2016-07-02,7,26.0,46.7,89.4,561.0,266.3,379.19
2016-07-03,7,15.8,53.7,96.0,561.0,379.19,353.0
2016-07-04,7,13.1,54.9,101.3,561.0,353.0,329.37
2016-07-05,7,8.7,37.6,99.8,561.0,329.37,234.5
2016-07-06,7,2.2,24.0,86.5,561.0,234.5,118.67
2016-07-07,7,2.3,13.2,80.0,561.0,118.67,71.61
2016-07-08,7,4.5,9.0,72.6,561.0,71.61,141.89
2016-07-09,7,26.0,32.8,72.6,561.0,141.89,401.72
2016-07-10,7,24.7,55.2,81.5,561.0,401.72,531.11
2016-07-11,7,19.4,70.1,87.8,561.0,531.11,435.52
2016-07-12,7,8.6,52.7,87.7,561.0,435.52,305.2
2016-07-13,7,6.4,34.4,91.9,561.0,305.2,211.81
2016-07-14,7,3.5,18.5,93.1,561.0,211.81,132.35
2016-07-15,7,1.1,11.0,89.7,561.0,132.35,73.13
2016-07-16,7,2.3,6.9,66.0,561.0,73.13,56.94
2016-07-17,7,3.2,6.6,44.5,561.0,56.94,76.09
2016-07-18,7,4.2,9.7,29.3,561.0,76.09,108.65
2016-07-19,7,6.2,13.6,26.9,561.0,108.65,176.83
2016-07-20,7,12.0,22.4,32.5,561.0,176.83,209.38
2016-07-21,7,9.4,27.6,38.4,561.0,209.38,153.17
2016-07-22,7,8.3,29.7,45.6,561.0,153.17,174.79
2016-07-23,7,7.4,25.1,50.7,561.0,174.79,156.04
2016-07-24,7,1.8,17.5,49.3,561.0,156.04,92.97
2016-07-25,7,5.4,14.6,50.5,561.0,92.97,77.7
2016-07-26,7,1.2,8.4,45.5,561.0,77.7,67.08
2016-07-27,7,6.3,12.9,39.8,561.0,67.08,101.09
2016-07-28,7,11.2,18.7,41.6,561.0,101.09,159.69
2016-07-29,7,8.2,25.7,41.5,561.0,159.69,183.08
2016-07-30,7,11.4,30.8,45.5,561.0,183.08,266.3
2016-07-31,7,23.0,42.6,66.7,561.0,266.3,637.26
2016-08-01,8,36.3,70.7,97.6,561.0,637.26,927.97
2016-08-02,8,54.9,114.2,151.3,561.0,927.97,1255.03
2016-08-03,8,41.4,132.6,186.4,561.0,1255.03,1077.95
2016-08-04,8,13.2,109.5,188.4,561.0,1077.95,643.17
2016-08-05,8,23.1,77.7,203.3,561.0,643.17,705.32
2016-08-06,8,16.6,52.9,208.5,561.0,705.32,525.02
2016-08-07,8,12.0,51.7,197.5,561.0,525.02,389.84
2016-08-08,8,10.6,39.2,171.8,561.0,389.84,317.42
2016-08-09,8,9.6,32.2,126.5,561.0,317.42,299.61
2016-08-10,8,9.1,29.3,94.2,561.0,299.61,270.64
2016-08-11,8,4.6,23.3,85.6,561.0,270.64,171.19
2016-08-12,8,2.6,16.3,65.1,561.0,171.19,101.33
2016-08-13,8,1.9,9.1,50.4,561.0,101.33,71.28
2016-08-14,8,2.6,7.1,41.0,561.0,71.28,71.61
2016-08-15,8,4.3,8.8,34.7,561.0,71.61,81.79
2016-08-16,8,2.2,9.1,27.3,561.0,81.79,73.13
2016-08-17,8,1.9,8.4,20.1,561.0,73.13,63.12
2016-08-18,8,1.4,5.5,16.9,561.0,63.12,49.47
2016-08-19,8,1.8,5.1,16.1,561.0,49.47,37.9
2016-08-20,8,2.1,5.3,16.3,561.0,37.9,41.95
2016-08-21,8,3.8,7.7,17.5,561.0,41.95,59.53
2016-08-22,8,2.1,8.0,15.3,561.0,59.53,63.42
2016-08-23,8,3.4,9.3,16.5,561.0,63.42,59.95
2016-08-24,8,1.6,7.1,16.2,561.0,59.95,49.7
2016-08-25,8,0.8,5.8,15.6,561.0,49.7,36.41
2016-08-26,8,2.1,4.5,15.9,561.0,36.41,95.61
2016-08-27,8,16.9,19.8,30.7,561.0,95.61,141.23
2016-08-28,8,3.3,22.3,30.2,561.0,141.23,88.74
2016-08-29,8,0.7,20.9,28.8,561.0,88.74,51.48
2016-08-30,8,1.6,5.6,27.0,561.0,51.48,30.92
2016-08-31,8,0.5,2.8,25.9,561.0,30.92,33.12
2016-09-01,9,4.9,7.0,30.0,561.0,33.12,46.97
2016-09-02,9,2.0,7.4,29.9,561.0,46.97,41.27
2016-09-03,9,1.0,7.9,14.0,561.0,41.27,26.93
2016-09-04,9,0.1,3.1,10.8,561.0,26.93,19.7
2016-09-05,9,0.0,1.1,10.1,561.0,19.7,14.14
2016-09-06,9,1.2,1.3,9.7,561.0,14.14,12.34
2016-09-07,9,1.9,3.1,11.1,561.0,12.34,12.93
2016-09-08,9,1.1,4.2,7.3,561.0,12.93,13.19
2016-09-09,9,1.3,4.3,6.6,561.0,13.19,11.5
2016-09-10,9,1.3,3.7,6.9,561.0,11.5,10.97
2016-09-11,9,1.0,3.6,7.8,561.0,10.97,11.08
2016-09-12,9,0.8,3.1,8.6,561.0,11.08,10.51
2016-09-13,9,0.0,1.8,7.4,561.0,10.51,14.17
2016-09-14,9,5.2,6.0,10.7,561.0,14.17,64.16
2016-09-15,9,16.5,21.7,26.1,561.0,64.16,791.5
2016-09-16,9,84.6,106.3,109.4,561.0,791.5,2348.63
2016-09-17,9,179.1,280.2,287.2,561.0,2348.63,3110.72
2016-09-18,9,33.8,297.5,320.0,561.0,3110.72,1526.57
2016-09-19,9,4.6,217.5,323.8,561.0,1526.57,494.45
2016-09-20,9,14.9,53.3,338.7,561.0,494.45,544.76
2016-09-21,9,28.5,48.0,362.0,561.0,544.76,694.02
2016-09-22,9,21.6,65.0,367.1,561.0,694.02,747.17
2016-09-23,9,6.0,56.1,288.5,561.0,747.17,418.76
2016-09-24,9,3.8,31.4,113.2,561.0,418.76,156.4
2016-09-25,9,2.5,12.3,81.9,561.0,156.4,77.7
2016-09-26,9,2.5,8.8,79.8,561.0,77.7,54.98
2016-09-27,9,2.7,7.7,67.6,561.0,54.98,44.81
2016-09-28,9,0.8,6.0,39.9,561.0,44.81,32.81
2016-09-29,9,0.8,4.3,19.1,561.0,32.81,27.97
2016-09-30,9,0.0,1.6,13.1,561.0,27.97,83.72
2016-10-01,10,29.9,30.7,39.2,561.0,83.72,345.74
2016-10-02,10,12.0,41.9,48.7,561.0,345.74,196.24
2016-10-03,10,5.5,47.4,51.7,561.0,196.24,170.79
2016-10-04,10,5.9,23.4,54.9,561.0,170.79,112.24
2016-10-05,10,1.7,13.1,55.8,561.0,112.24,43.46
2016-10-06,10,0.4,8.0,55.4,561.0,43.46,23.38
2016-10-07,10,1.3,3.4,56.7,561.0,23.38,17.92
2016-10-08,10,2.1,3.8,28.9,561.0,17.92,18.1
2016-10-09,10,1.6,5.0,18.5,561.0,18.1,17.84
2016-10-10,10,1.6,5.3,14.6,561.0,17.84,14.28
2016-10-11,10,1.3,4.5,10.0,561.0,14.28,12.49
2016-10-12,10,0.5,3.4,8.8,561.0,12.49,11.39
2016-10-13,10,0.9,2.7,9.3,561.0,11.39,11.71
2016-10-14,10,2.9,4.3,10.9,561.0,11.71,11.59
2016-10-15,10,0.4,4.2,9.2,561.0,11.59,11.33
2016-10-16,10,0.0,3.3,7.6,561.0,11.33,10.59
2016-10-17,10,0.0,0.4,6.0,561.0,10.59,10.09
2016-10-18,10,0.0,0.0,4.7,561.0,10.09,9.76
2016-10-19,10,0.0,0.0,4.2,561.0,9.76,9.54
2016-10-20,10,0.0,0.0,3.3,561.0,9.54,9.42
2016-10-21,10,0.0,0.0,0.4,561.0,9.42,9.35
2016-10-22,10,0.0,0.0,0.0,561.0,9.35,9.3
2016-10-23,10,0.0,0.0,0.0,561.0,9.3,9.4
2016-10-24,10,0.0,0.0,0.0,561.0,9.4,9.42
2016-10-25,10,0.0,0.0,0.0,561.0,9.42,9.26
2016-10-26,10,0.0,0.0,0.0,561.0,9.26,9.14
2016-10-27,10,0.0,0.0,0.0,561.0,9.14,9.07
2016-10-28,10,0.0,0.0,0.0,561.0,9.07,8.98
2016-10-29,10,0.0,0.0,0.0,561.0,8.98,8.93
2016-10-30,10,0.0,0.0,0.0,561.0,8.93,8.89
2016-10-31,10,0.0,0.0,0.0,561.0,8.89,8.68
2016-11-01,11,0.0,0.0,0.0,561.0,8.68,8.59
2016-11-02,11,0.0,0.0,0.0,561.0,8.59,8.57
2016-11-03,11,0.0,0.0,0.0,561.0,8.57,8.68
2016-11-04,11,0.0,0.0,0.0,561.0,8.68,8.86
2016-11-05,11,0.0,0.0,0.0,561.0,8.86,8.89
2016-11-06,11,0.0,0.0,0.0,561.0,8.89,8.82
2016-11-07,11,0.0,0.0,0.0,561.0,8.82,8.79
2016-11-08,11,0.0,0.0,0.0,561.0,8.79,8.79
2016-11-09,11,0.0,0.0,0.0,561.0,8.79,8.79
2016-11-10,11,0.0,0.0,0.0,561.0,8.79,8.77
2016-11-11,11,0.0,0.0,0.0,561.0,8.77,8.77
2016-11-12,11,0.0,0.0,0.0,561.0,8.77,8.77
2016-11-13,11,0.0,0.0,0.0,561.0,8.77,8.59
2016-11-14,11,0.0,0.0,0.0,561.0,8.59,8.31
2016-11-15,11,0.2,0.2,0.2,561.0,8.31,8.23
2016-11-16,11,0.0,0.2,0.2,561.0,8.23,8.2
2016-11-17,11,0.0,0.2,0.2,561.0,8.2,8.2
2016-11-18,11,0.0,0.0,0.2,561.0,8.2,8.23
2016-11-19,11,0.0,0.0,0.2,561.0,8.23,8.23
2016-11-20,11,0.0,0.0,0.2,561.0,8.23,8.16
2016-11-21,11,0.0,0.0,0.2,561.0,8.16,8.12
2016-11-22,11,0.0,0.0,0.0,561.0,8.12,8.08
2016-11-23,11,0.0,0.0,0.0,561.0,8.08,8.06
2016-11-24,11,0.0,0.0,0.0,561.0,8.06,8.04
2016-11-25,11,0.0,0.0,0.0,561.0,8.04,8.02
2016-11-26,11,0.0,0.0,0.0,561.0,8.02,7.99
2016-11-27,11,0.0,0.0,0.0,561.0,7.99,7.97
2016-11-28,11,0.0,0.0,0.0,561.0,7.97,7.99
2016-11-29,11,0.0,0.0,0.0,561.0,7.99,8.02
2016-11-30,11,0.0,0.0,0.0,561.0,8.02,7.85
2016-12-01,12,0.0,0.0,0.0,561.0,7.85,7.79
2016-12-02,12,0.0,0.0,0.0,561.0,7.79,7.71
2016-12-03,12,0.0,0.0,0.0,561.0,7.71,7.65
2016-12-04,12,0.0,0.0,0.0,561.0,7.65,7.67
2016-12-05,12,0.0,0.0,0.0,561.0,7.67,7.67
2016-12-06,12,0.0,0.0,0.0,561.0,7.67,7.65
2016-12-07,12,0.0,0.0,0.0,561.0,7.65,7.57
2016-12-08,12,0.0,0.0,0.0,561.0,7.57,7.53
2016-12-09,12,0.0,0.0,0.0,561.0,7.53,7.49
2016-12-10,12,0.0,0.0,0.0,561.0,7.49,7.45
2016-12-11,12,0.0,0.0,0.0,561.0,7.45,7.41
2016-12-12,12,0.0,0.0,0.0,561.0,7.41,7.34
2016-12-13,12,0.0,0.0,0.0,561.0,7.34,7.34
2016-12-14,12,0.0,0.0,0.0,561.0,7.34,7.41
2016-12-15,12,0.0,0.0,0.0,561.0,7.41,7.41
2016-12-16,12,0.0,0.0,0.0,561.0,7.41,7.36
2016-12-17,12,0.0,0.0,0.0,561.0,7.36,7.3
2016-12-18,12,0.0,0.0,0.0,561.0,7.3,7.26
2016-12-19,12,0.0,0.0,0.0,561.0,7.26,7.26
2016-12-20,12,0.0,0.0,0.0,561.0,7.26,7.26
2016-12-21,12,0.0,0.0,0.0,561.0,7.26,7.26
2016-12-22,12,0.0,0.0,0.0,561.0,7.26,7.26
2016-12-23,12,0.0,0.0,0.0,561.0,7.26,7.24
2016-12-24,12,0.0,0.0,0.0,561.0,7.24,7.24
2016-12-25,12,0.0,0.0,0.0,561.0,7.24,7.2
2016-12-26,12,0.0,0.0,0.0,561.0,7.2,7.17
2016-12-27,12,0.0,0.0,0.0,561.0,7.17,7.15
2016-12-28,12,0.0,0.0,0.0,561.0,7.15,7.09
2016-12-29,12,0.0,0.0,0.0,561.0,7.09,7.05
2016-12-30,12,0.0,0.0,0.0,561.0,7.05,6.98
2016-12-31,12,0.0,0.0,0.0,561.0,6.98,6.94
2017-01-01,1,0.0,0.0,0.0,561.0,6.94,6.94
2017-01-02,1,0.0,0.0,0.0,561.0,6.94,6.96
2017-01-03,1,0.0,0.0,0.0,561.0,6.96,7.0
2017-01-04,1,0.0,0.0,0.0,561.0,7.0,7.0
2017-01-05,1,0.0,0.0,0.0,561.0,7.0,6.94
2017-01-06,1,0.0,0.0,0.0,561.0,6.94,6.85
2017-01-07,1,0.0,0.0,0.0,561.0,6.85,6.82
2017-01-08,1,0.0,0.0,0.0,561.0,6.82,6.78
2017-01-09,1,0.0,0.0,0.0,561.0,6.78,6.73
2017-01-10,1,0.0,0.0,0.0,561.0,6.73,6.74
2017-01-11,1,0.0,0.0,0.0,561.0,6.74,6.74
2017-01-12,1,0.0,0.0,0.0,561.0,6.74,6.74
2017-01-13,1,0.0,0.0,0.0,561.0,6.74,6.78
2017-01-14,1,0.0,0.0,0.0,561.0,6.78,6.82
2017-01-15,1,0.0,0.0,0.0,561.0,6.82,6.82
2017-01-16,1,0.0,0.0,0.0,561.0,6.82,6.74
2017-01-17,1,0.0,0.0,0.0,561.0,6.74,6.69
2017-01-18,1,0.0,0.0,0.0,561.0,6.69,6.59
2017-01-19,1,0.0,0.0,0.0,561.0,6.59,6.5
2017-01-20,1,0.0,0.0,0.0,561.0,6.5,6.5
2017-01-21,1,0.0,0.0,0.0,561.0,6.5,6.41
2017-01-22,1,0.0,0.0,0.0,561.0,6.41,6.38
2017-01-23,1,0.0,0.0,0.0,561.0,6.38,6.41
2017-01-24,1,0.0,0.0,0.0,561.0,6.41,6.41
2017-01-25,1,0.0,0.0,0.0,561.0,6.41,6.43
2017-01-26,1,0.0,0.0,0.0,561.0,6.43,6.41
2017-01-27,1,0.0,0.0,0.0,561.0,6.41,6.38
2017-01-28,1,0.0,0.0,0.0,561.0,6.38,6.38
2017-01-29,1,0.0,0.0,0.0,561.0,6.38,6.35
2017-01-30,1,0.0,0.0,0.0,561.0,6.35,6.31
2017-01-31,1,0.0,0.0,0.0,561.0,6.31,7.05
2017-02-01,2,0.0,0.0,0.0,561.0,7.05,7.22
2017-02-02,2,0.0,0.0,0.0,561.0,7.22,7.18
2017-02-03,2,0.0,0.0,0.0,561.0,7.18,7.22
2017-02-04,2,0.0,0.0,0.0,561.0,7.22,7.28
2017-02-05,2,0.0,0.0,0.0,561.0,7.28,7.28
2017-02-06,2,0.0,0.0,0.0,561.0,7.28,7.28
2017-02-07,2,0.0,0.0,0.0,561.0,7.28,7.22
2017-02-08,2,0.0,0.0,0.0,561.0,7.22,7.13
2017-02-09,2,0.0,0.0,0.0,561.0,7.13,7.13
2017-02-10,2,0.0,0.0,0.0,561.0,7.13,7.13
2017-02-11,2,0.0,0.0,0.0,561.0,7.13,7.05
2017-02-12,2,0.0,0.0,0.0,561.0,7.05,7.04
2017-02-13,2,0.0,0.0,0.0,561.0,7.04,7.04
2017-02-14,2,0.0,0.0,0.0,561.0,7.04,7.05
2017-02-15,2,0.0,0.0,0.0,561.0,7.05,7.04
2017-02-16,2,0.0,0.0,0.0,561.0,7.04,7.0
2017-02-17,2,0.0,0.0,0.0,561.0,7.0,6.91
2017-02-18,2,0.0,0.0,0.0,561.0,6.91,6.91
2017-02-19,2,0.0,0.0,0.0,561.0,6.91,6.91
2017-02-20,2,0.0,0.0,0.0,561.0,6.91,6.96
2017-02-21,2,0.0,0.0,0.0,561.0,6.96,6.94
2017-02-22,2,0.0,0.0,0.0,561.0,6.94,6.85
2017-02-23,2,0.0,0.0,0.0,561.0,6.85,6.78
2017-02-24,2,0.0,0.0,0.0,561.0,6.78,6.78
2017-02-25,2,0.0,0.0,0.0,561.0,6.78,6.82
2017-02-26,2,0.0,0.0,0.0,561.0,6.82,6.85
2017-02-27,2,0.0,0.0,0.0,561.0,6.85,6.78
2017-02-28,2,0.0,0.0,0.0,561.0,6.78,6.57
2017-03-01,3,0.0,0.0,0.0,561.0,6.57,6.5
2017-03-02,3,0.0,0.0,0.0,561.0,6.5,6.53
2017-03-03,3,0.0,0.0,0.0,561.0,6.53,6.59
2017-03-04,3,0.0,0.0,0.0,561.0,6.59,6.59
2017-03-05,3,0.0,0.0,0.0,561.0,6.59,6.59
2017-03-06,3,0.0,0.0,0.0,561.0,6.59,6.59
2017-03-07,3,0.0,0.0,0.0,561.0,6.59,6.53
2017-03-08,3,0.0,0.0,0.0,561.0,6.53,6.53
2017-03-09,3,0.0,0.0,0.0,561.0,6.53,6.59
2017-03-10,3,0.0,0.0,0.0,561.0,6.59,6.59
2017-03-11,3,0.0,0.0,0.0,561.0,6.59,6.57
2017-03-12,3,0.0,0.0,0.0,561.0,6.57,6.46
2017-03-13,3,0.0,0.0,0.0,561.0,6.46,6.43
2017-03-14,3,0.0,0.0,0.0,561.0,6.43,6.46
2017-03-15,3,0.0,0.0,0.0,561.0,6.46,6.5
2017-03-16,3,0.0,0.0,0.0,561.0,6.5,6.43
2017-03-17,3,0.0,0.0,0.0,561.0,6.43,6.41
2017-03-18,3,0.0,0.0,0.0,561.0,6.41,6.35
2017-03-19,3,0.0,0.0,0.0,561.0,6.35,6.35
2017-03-20,3,0.0,0.0,0.0,561.0,6.35,6.31
2017-03-21,3,0.0,0.0,0.0,561.0,6.31,6.28
2017-03-22,3,0.0,0.0,0.0,561.0,6.28,6.31
2017-03-23,3,0.0,0.0,0.0,561.0,6.31,6.28
2017-03-24,3,0.0,0.0,0.0,561.0,6.28,6.24
2017-03-25,3,0.0,0.0,0.0,561.0,6.24,6.24
2017-03-26,3,0.0,0.0,0.0,561.0,6.24,6.24
2017-03-27,3,0.0,0.0,0.0,561.0,6.24,6.28
2017-03-28,3,0.0,0.0,0.0,561.0,6.28,6.35
2017-03-29,3,0.0,0.0,0.0,561.0,6.35,6.38
2017-03-30,3,0.0,0.0,0.0,561.0,6.38,6.31
2017-03-31,3,0.0,0.0,0.0,561.0,6.31,6.73
2017-04-01,4,0.0,0.0,0.0,561.0,6.73,6.78
2017-04-02,4,0.0,0.0,0.0,561.0,6.78,6.78
2017-04-03,4,0.0,0.0,0.0,561.0,6.78,6.82
2017-04-04,4,0.0,0.0,0.0,561.0,6.82,6.85
2017-04-05,4,0.0,0.0,0.0,561.0,6.85,6.85
2017-04-06,4,0.0,0.0,0.0,561.0,6.85,6.82
2017-04-07,4,0.0,0.0,0.0,561.0,6.82,6.78
2017-04-08,4,0.0,0.0,0.0,561.0,6.78,6.69
2017-04-09,4,0.0,0.0,0.0,561.0,6.69,6.66
2017-04-10,4,0.0,0.0,0.0,561.0,6.66,6.66
2017-04-11,4,0.0,0.0,0.0,561.0,6.66,6.66
2017-04-12,4,0.0,0.0,0.0,561.0,6.66,6.69
2017-04-13,4,0.0,0.0,0.0,561.0,6.69,6.69
2017-04-14,4,0.0,0.0,0.0,561.0,6.69,6.66
2017-04-15,4,0.1,0.1,0.1,561.0,6.66,6.66
2017-04-16,4,0.0,0.1,0.1,561.0,6.66,6.66
2017-04-17,4,0.0,0.1,0.1,561.0,6.66,6.66
2017-04-18,4,0.0,0.0,0.1,561.0,6.66,6.69
2017-04-19,4,0.1,0.1,0.2,561.0,6.69,6.73
2017-04-20,4,0.0,0.1,0.2,561.0,6.73,6.74
2017-04-21,4,0.0,0.1,0.2,561.0,6.74,6.78
2017-04-22,4,0.0,0.0,0.1,561.0,6.78,6.74
2017-04-23,4,0.0,0.0,0.1,561.0,6.74,6.74
2017-04-24,4,0.0,0.0,0.1,561.0,6.74,6.73
2017-04-25,4,0.0,0.0,0.1,561.0,6.73,6.73
2017-04-26,4,0.0,0.0,0.0,561.0,6.73,6.73
2017-04-27,4,0.0,0.0,0.0,561.0,6.73,6.74
2017-04-28,4,0.0,0.0,0.0,561.0,6.74,6.74
2017-04-29,4,0.0,0.0,0.0,561.0,6.74,6.74
